0.000000000000000000e+00,-5.939693181744587491e-14,-4.508831651700000975e+02
2.354048964218455645e-04,-1.274724780360342947e+03,5.495120461845737658e+00
4.708097928436911291e-04,-6.777145321824812072e+02,5.032995642675039250e+01
7.062146892655367207e-04,-4.378662424830087048e+02,5.710213809744420388e+01
9.416195856873822581e-04,-3.026883721643746981e+02,5.972887030339262537e+01
1.177024482109227796e-03,-2.174205939041645763e+02,5.914494477335244227e+01
1.412429378531073441e-03,-1.596093325603418407e+02,5.823614616171020941e+01
1.647834274952918870e-03,-1.186008867350198415e+02,5.838113760945655883e+01
1.883239171374764516e-03,-8.921487073232751186e+01,5.938989375199216170e+01
2.118644067796610162e-03,-6.850068535601863573e+01,6.074707721987122966e+01
2.354048964218455591e-03,-5.431144659082008275e+01,6.221492156093445658e+01
2.589453860640301020e-03,-4.488174007173854818e+01,6.380646003018709678e+01
2.824858757062146883e-03,-3.878458859131607284e+01,6.556937167564008462e+01
3.060263653483992312e-03,-3.495118615626814318e+01,6.744307947326686303e+01
3.295668549905837741e-03,-3.264240113016662548e+01,6.922663773197731985e+01
3.531073446327683604e-03,-3.139157626447328653e+01,7.061265588102406809e+01
3.766478342749529033e-03,-3.095467613986679112e+01,7.128905164602196010e+01
4.001883239171374895e-03,-3.122957487707165924e+01,7.099180431702980343e+01
4.237288135593220324e-03,-3.222770302938796760e+01,6.949656228382542622e+01
4.472693032015065753e-03,-3.405466962628725724e+01,6.665800765628692659e+01
4.708097928436911182e-03,-3.688157653520005397e+01,6.237794557311174515e+01
4.943502824858756611e-03,-4.091812676871726495e+01,5.660992362589914251e+01
5.178907721280602040e-03,-4.637161657715342500e+01,4.935542441176256290e+01
5.414312617702448337e-03,-5.339173975072150569e+01,4.065050276936058538e+01
5.649717514124293766e-03,-6.199231005143421669e+01,3.051443036154169874e+01
5.885122410546139195e-03,-7.199312078478561716e+01,1.893301392600741551e+01
6.120527306967984624e-03,-8.319810559677620176e+01,6.197205829140741251e+00
6.355932203389830053e-03,-9.572806277982232359e+01,-6.782332488517083036e+00
6.591337099811675482e-03,-1.091320950394180755e+02,-1.991175256987310149e+01
6.826741996233521778e-03,-1.216753867028895826e+02,-3.365241487493015171e+01
7.062146892655367207e-03,-1.330862536794529092e+02,-4.573593693901148072e+01
7.297551789077212636e-03,-1.429424696291165162e+02,-5.728377345220238936e+01
7.532956685499058065e-03,-1.504986838426783606e+02,-6.732706984725629695e+01
7.768361581920903494e-03,-1.545679755927323242e+02,-7.485971620747567101e+01
8.003766478342749791e-03,-1.557187128355944026e+02,-8.036914890479393137e+01
8.239171374764594352e-03,-1.522900570701711445e+02,-8.278003169076754375e+01
8.474576271186440649e-03,-1.458132651401739110e+02,-8.208016589277801245e+01
8.709981167608285210e-03,-1.347810867179690888e+02,-7.839795531884693958e+01
8.945386064030131507e-03,-1.206902490823673588e+02,-7.127397439325258688e+01
9.180790960451977803e-03,-1.038050430011523702e+02,-6.129921388862040033e+01
9.416195856873822365e-03,-8.416005172065737838e+01,-4.868460274336040072e+01
9.651600753295668661e-03,-6.338118236802132799e+01,-3.395320285528268300e+01
9.887005649717513223e-03,-4.203805607510771836e+01,-1.762260229602856398e+01
1.012241054613935952e-02,-2.072157478411409670e+01,-4.408653604094499023e-01
1.035781544256120408e-02,-5.773323031326649257e-01,1.674408247406662653e+01
1.059322033898305038e-02,1.755056023463119175e+01,3.326203680163875731e+01
1.082862523540489667e-02,3.312352383668508793e+01,4.847941767191541373e+01
1.106403013182674124e-02,4.557852774250885375e+01,6.165052923827449405e+01
1.129943502824858753e-02,5.446187891272145265e+01,7.207474600771681139e+01
1.153483992467043209e-02,5.963423915749686444e+01,7.931655138282540918e+01
1.177024482109227839e-02,6.114466233081022040e+01,8.314273606288500673e+01
1.200564971751412295e-02,5.908766727123722262e+01,8.338650097672424977e+01
1.224105461393596925e-02,5.370671460598337177e+01,8.002850665624040971e+01
1.247645951035781554e-02,4.549818861625541899e+01,7.331586354252185345e+01
1.271186440677966011e-02,3.511036142375960623e+01,6.371193212888786661e+01
1.294726930320150640e-02,2.319510292494428683e+01,5.179113867998916731e+01
1.318267419962335096e-02,1.037254278688769915e+01,3.821732595541814703e+01
1.341807909604519726e-02,-2.735658377727628210e+00,2.375792072642453334e+01
1.365348399246704356e-02,-1.550413497270944774e+01,9.248045596278139158e+00
1.388888888888888812e-02,-2.735555596401872336e+01,-4.498043981072175512e+00
1.412429378531073441e-02,-3.782395856071889995e+01,-1.678107514895304675e+01
1.435969868173257898e-02,-4.659810359933755564e+01,-2.707878281637057327e+01
1.459510357815442527e-02,-5.352955988289237865e+01,-3.506360845223169065e+01
1.483050847457626983e-02,-5.860550488274297010e+01,-4.058063644126443137e+01
1.506591337099811613e-02,-6.191809428138617477e+01,-4.361927667892356908e+01
1.530131826741996243e-02,-6.364920160836781093e+01,-4.430307908587634103e+01
1.553672316384180699e-02,-6.407315297966152912e+01,-4.289848577180876532e+01
1.577212806026365155e-02,-6.354748466996269940e+01,-3.980840369156475589e+01
1.600753295668549958e-02,-6.247059586208955295e+01,-3.553204281738371151e+01
1.624293785310734414e-02,-6.121719521624348204e+01,-3.059492078209473576e+01
1.647834274952918870e-02,-6.007756117999824141e+01,-2.548591248617372784e+01
1.671374764595103674e-02,-5.922581068553263606e+01,-2.062001988302943190e+01
1.694915254237288130e-02,-5.871842755455612917e+01,-1.632768914005914951e+01
1.718455743879472586e-02,-5.850502109419889507e+01,-1.284575169539940376e+01
1.741996233521657042e-02,-5.843731718941669584e+01,-1.029706034248692958e+01
1.765536723163841845e-02,-5.827452730558200500e+01,-8.664687395924401514e+00
1.789077212806026301e-02,-5.769395652149763976e+01,-7.778889943457965472e+00
1.812617702448210757e-02,-5.632194636500465634e+01,-7.335694832401479459e+00
1.836158192090395561e-02,-5.377936969343220852e+01,-6.945548613109213676e+00
1.859698681732580017e-02,-4.974085900299920127e+01,-6.199011478146577048e+00
1.883239171374764473e-02,-4.398684523390603829e+01,-4.731625483482595484e+00
1.906779661016948929e-02,-3.644365167463722344e+01,-2.275983384166078594e+00
1.930320150659133732e-02,-2.720589201706970073e+01,1.302388996272757282e+00
1.953860640301318188e-02,-1.654189104356564854e+01,5.986792947771553131e+00
1.977401129943502645e-02,-4.883864191620173045e+00,1.160888181893480109e+01
2.000941619585687448e-02,7.193319059918756864e+00,1.786343494011488886e+01
2.024482109227871904e-02,1.901050897839532539e+01,2.433429550987440848e+01
2.048022598870056360e-02,2.983270560723321552e+01,3.052687476244602394e+01
2.071563088512240816e-02,3.893090380197742206e+01,3.590693750714726917e+01
2.095103578154425619e-02,4.564727913259982728e+01,3.994772215908621860e+01
2.118644067796610075e-02,4.945645624320031430e+01,4.218333758796686084e+01
2.142184557438794532e-02,5.001808346410791728e+01,4.225990411936636093e+01
2.165725047080979335e-02,4.720983281519573183e+01,3.997514925038973388e+01
2.189265536723163791e-02,4.114380350382231910e+01,3.530264725534796355e+01
2.212806026365348247e-02,3.216398325850386186e+01,2.840338300003098482e+01
2.236346516007532703e-02,2.082479243329476049e+01,1.962756325228160037e+01
2.259887005649717506e-02,7.853929999277784901e+00,9.504417929622903216e+00
2.283427495291901962e-02,-5.899171479187728551e+00,-1.286769955912689056e+00
2.306967984934086419e-02,-1.952825725668949985e+01,-1.196869713689700632e+01
2.330508474576271222e-02,-3.214443130146400307e+01,-2.173671863141501603e+01
2.354048964218455678e-02,-4.294994245649354525e+01,-2.983772611767987115e+01
2.377589453860640134e-02,-5.131126801481114796e+01,-3.564649258664409359e+01
2.401129943502824590e-02,-5.681417807539005338e+01,-3.873058035921788900e+01
2.424670433145009393e-02,-5.929894789558318990e+01,-3.889816048922937597e+01
2.448210922787193849e-02,-5.886995889284882111e+01,-3.622026927468481716e+01
2.471751412429378306e-02,-5.587569849354610341e+01,-3.102321592953330764e+01
2.495291902071563109e-02,-5.086808217763922357e+01,-2.385134860306749260e+01
2.518832391713747565e-02,-4.453946218393888756e+01,-1.540784245064315527e+01
2.542372881355932021e-02,-3.765145631911575208e+01,-6.484210528109606742e+00
2.565913370998116824e-02,-3.095861936519037272e+01,2.112798743683626412e+00
2.589453860640301280e-02,-2.513540628234410690e+01,9.630793397843255832e+00
2.612994350282485737e-02,-2.071292991856851984e+01,1.543447840199662835e+01
2.636534839924670193e-02,-1.803108410857062438e+01,1.905868610668581908e+01
2.660075329566854996e-02,-1.720642040397372341e+01,2.024817674582417837e+01
2.683615819209039452e-02,-1.812587319790384299e+01,1.898186144908946460e+01
2.707156308851223908e-02,-2.046087517209475948e+01,1.547839473820153877e+01
2.730696798493408711e-02,-2.370391743217376046e+01,1.017938303708706371e+01
2.754237288135593167e-02,-2.722611563399389212e+01,3.709339667793323692e+00
2.777777777777777624e-02,-3.034623441776096797e+01,-3.184359196249416435e+00
2.801318267419962080e-02,-3.240622947971048262e+01,-9.705436578498767730e+00
2.824858757062146883e-02,-3.284535837719816698e+01,-1.508944631436353312e+01
2.848399246704331339e-02,-3.126433175427142430e+01,-1.868495171442858194e+01
2.871939736346515795e-02,-2.747295546848711112e+01,-2.002722597188949294e+01
2.895480225988700598e-02,-2.151770528655723069e+01,-1.889379059275808714e+01
2.919020715630885054e-02,-1.368740802838335924e+01,-1.533151286655549939e+01
2.942561205273069511e-02,-4.490689316808008869e+00,-9.650723240954590665e+00
2.966101694915253967e-02,5.386402985740220473e+00,-2.390365737599303486e+00
2.989642184557438770e-02,1.514354174391558594e+01,5.738946050181993996e+00
3.013182674199623226e-02,2.394467449082263144e+01,1.392729338421507990e+01
3.036723163841807682e-02,3.100080650817606909e+01,2.134984139208930998e+01
3.060263653483992485e-02,3.564889863913268186e+01,2.725503780710143076e+01
